url;title;authors;abstract;subject
https://arxiv.org/abs/1612.05361;Loop models and K-theory; P. Zinn-Justin;  This is a review/announcement of results concerning the connection between certain exactly solvable two-dimensional models of statistical mechanics, namely loop models, and the equivariant $K$-theory of the cotangent bundle of the Grassmannian. We interpret various concepts from integrable systems ($R$-matrix, partition function on a finite domain) in geometric terms. As a byproduct, we provide explicit formulae for $K$-classes of various coherent sheaves, including structure and (conjecturally) square roots of canonical sheaves and canonical sheaves of conormal varieties of Schubert varieties. ;"Algebraic Geometry (math.AG); Mathematical Physics (math-ph); Combinatorics (math.CO)"
https://arxiv.org/abs/1612.05449;Effective bounds for the number of minimal model programs of a smooth  threefold; Diletta Martinelli;  We prove that the number of minimal model programs of a smooth projective threefold of positive Kodaira dimension obtained performing first a series of divisorial contractions and then a series of flips can be bounded by a constant that depends only on the Picard number. We obtain as a corollary that if the Picard number is equal to three, the number of minimal model programs is at most three. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.05779;Algebraic isomonodromic deformations and the mapping class group; Gaël Cousin,  Viktoria Heu;  The germ of the universal isomonodromic deformation of a logarithmic connection on a stable n-pointed genus g-curve always exists in the analytic category. The first part of this paper investigates under which conditions it is the analytic germification of an algebraic isomonodromic deformation. Up to some minor technical conditions, this turns out to be the case if and only if the monodromy of the connection has finite orbit under the action of the mapping class group. The second part of this paper studies the dynamics of this action in the particular case of reducible rank 2 representations and genus g > 0, allowing to classify all finite orbits. Both of these results extend recent ones concerning the genus 0 case. ;"Algebraic Geometry (math.AG); Complex Variables (math.CV); Geometric Topology (math.GT)"
https://arxiv.org/abs/1612.05785;Hyperbolic Geometry and Moduli of Real Curves of Genus Three; Gert Heckman,  Sander Rieken;  The moduli space of smooth real plane quartic curves consists of six connected components. We prove that each of these components admits a real hyperbolic structure. These connected components correspond to the six real forms of a certain hyperbolic lattice over the Gaussian integers. We will study this Gaussian lattice in detail. For the connected component that corresponds to maximal real quartic curves we obtain a more explicit description. We construct a Coxeter diagram that encodes the geometry of this component. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.05787;Determination of Baum-Bott residues of higher codimensional foliations; Maurício Corrêa,  Fernando Lourenço;  Let $\mathscr{F}$ be a singular holomorphic foliation, of codimension $k$, on a complex compact manifold such that its singular set has codimension $\geq k+1$. In this work we determinate Baum-Bott residues for $\mathscr{F}$ with respect to homogeneous symmetric polynomials of degree $k+1$. We drop the Baum-Bott's generic hypothesis and we show that the residues can be expressed in terms of the Grothendieck residue of an one-dimensional foliation on a $(k+1)$-dimensional disc transversal to a $(k+1)$-codimensional component of the singular set of $\mathscr{F}$. Also, we show that Cenkl's algorithm for non-expected dimensional singularities holds dropping the Cenkl's regularity assumption. ;"Algebraic Geometry (math.AG); Algebraic Topology (math.AT); Complex Variables (math.CV); Differential Geometry (math.DG); Dynamical Systems (math.DS)"
https://arxiv.org/abs/1612.05912;The Geometry of the Artin-Schreier-Mumford Curves over an Algebraically  Closed Field; Gábor Korchmáros,  Maria Montanucci;  For a power $q$ of a prime $p$, the Artin-Schreier-Mumford curve $ASM(q)$ of genus $g=(q-1)^2$ is the nonsingular model $\mathcal{X}$ of the irreducible plane curve with affine equation $(X^q+X)(Y^q+Y)=c,\, c\neq 0,$ defined over a field $\mathbb{K}$ of characteristic $p$. The Artin-Schreier-Mumford curves are known from the study of algebraic curves defined over a non-Archimedean valuated field since for $|c|<1$ they are curves with a large solvable automorphism group of order $2(q-1)q^2 =2\sqrt{g}(\sqrt{g}+1)^2$, far away from the Hurwitz bound $84(g-1)$ valid in zero characteristic. In this paper we deal with the case where $\mathbb{K}$ is an algebraically closed field of characteristic $p$. We prove that the group $Aut(\mathcal{X})$ of all automorphisms of $\mathcal{X}$ fixing $\mathbb{K}$ elementwise has order $2q^2(q-1)$ and it is the semidirect product $Q\rtimes D_{q-1}$ where $Q$ is an elementary abelian group of order $q^2$ and $D_{q-1}$ is a dihedral group of order $2(q-1)$. For the special case $q=p$, this result was proven by Valentini and Madan. Furthermore, we show that $ASM(q)$ has a nonsingular model $\mathcal{Y}$ in the three-dimensional projective space $PG(3,\mathbb{K})$ which is neither classical nor Frobenius classical over the finite field $\mathbb{F}_{q^2}$. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.05921;Albanese maps of projective manifolds with nef anticanonical bundles; Junyan Cao;  Let $X$ be a projective manifold such that the anticanonical bundle $-K_X$ is nef. We prove that the Albanese map $p: X \rightarrow Y$ is locally isotrivial. In particular, $p$ is a submersion. ;"Algebraic Geometry (math.AG); Complex Variables (math.CV)"
https://arxiv.org/abs/1612.05993;Kummer varieties and their Brauer groups; Alexei N. Skorobogatov,  Yuri G. Zarhin;  We study Kummer varieties attached to 2-coverings of abelian varieties of arbitrary dimension. Over a number field we show that the subgroup of odd order elements of the Brauer group does not obstruct the Hasse principle. Sufficient conditions for the triviality of the Brauer group are given, which allow us to give an example of a Kummer K3 surface of geometric Picard rank 17 over the rationals with trivial Brauer group. We establish the non-emptyness of the Brauer--Manin set of everywhere locally soluble Kummer varieties attached to 2-coverings of products of hyperelliptic Jacobians with large Galois action on 2-torsion. ;"Algebraic Geometry (math.AG); Number Theory (math.NT)"
https://arxiv.org/abs/1612.05997;On the absolute irreducibility of hyperplane sections of generalized  Fermat varieties in $\Bbb{P}^3$ and the conjecture on exceptional APN  functions: the Kasami-Welch degree case; Moises Delgado,  Heeralal Janwa;  Let $f$ be a function on a finite field $F$. The decomposition of the generalized Fermat variety $X$ defined by the multivariate polynomial of degree $n$, $\phi(x,y,z)=f(x)+f(y)+f(z)$ in $\Bbb{P}^3(\overline{\mathbb{F}}_2)$, plays a crucial role in the study of almost perfect non-linear (APN) functions and exceptional APN functions. Their structure depends fundamentally on the Fermat varieties corresponding to the monomial functions of exceptional degrees $n=2^k+1$ and $n=2^{2k}-2^k+1$ (Gold and Kasami-Welch numbers, respectively). Very important results for these have been obtained by Janwa, McGuire and Wilson in [12,13]. In this paper we study $X$ related to the Kasami-Welch degree monomials and its decomposition into absolutely irreducible components. We show that, in this decomposition, the components intersect transversally at a singular point. This structural fact implies that the corresponding generalized Fermat hypersurfaces, related to Kasami-Welch degree polynomial families, are absolutely irreducible. In particular, we prove that if $f(x)=x^{2^{2k}-2^k+1}+h(x)$, where ${\rm deg}(h)\equiv 3{\pmod 4}$, then the corresponding APN multivariate hypersurface is absolutely irreducible, and hence $f(x)$ is not exceptional APN function. We also prove conditional result in the case when ${\rm deg}(h)\equiv 5{\pmod 8}$. Since for odd degree $f(x)$, the conjecture needs to be resolved only for the Gold degree and the Kasami-Welch degree cases our results contribute substantially to the proof of the conjecture on exceptional APN functions---in the hardest case: the Kasami-Welch degree. ;"Algebraic Geometry (math.AG); Cryptography and Security (cs.CR); Information Theory (cs.IT); Combinatorics (math.CO); Number Theory (math.NT)"
https://arxiv.org/abs/1612.06119;Remark on a theorem in Mumford's Red Book of Varieties and Schemes; Guanglian Zhang;  In this paper, we firstly point out, by a counter example, that Proposition 6.4 of Section 6 in Bump's book (Algebraic Geometry) is error, and then give a correct statement with proof. We finally point out a gap in the proof of Theorem 3, in Chapter I Section 8, of Mumford's red book, and indicate a way to complete it. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06295;A construction of Frobenius manifolds from stability conditions; Anna Barbieri,  Jacopo Stoppa,  Tom Sutherland;  A finite quiver $Q$ without loops or 2-cycles defines a 3CY triangulated category $D(Q)$ and a finite heart $A(Q)$. We show that if $Q$ satisfies some (strong) conditions then the space of stability conditions $Stab(A(Q))$ supported on this heart admits a natural family of semisimple Frobenius manifold structures, constructed using the invariants counting semistable objects in $D(Q)$. In the case of $A_n$ evaluating the family at a special point we recover a branch of the Saito Frobenius structure of the $A_n$ singularity $y^2 = x^{n+1}$. We give examples where applying the construction to each mutation of $Q$ and evaluating the families at a special point yields a different branch of the maximal analytic continuation of the same semisimple Frobenius manifold. In particular we check that this holds in the case of $A_n$, $n \leq 5$. ;"Algebraic Geometry (math.AG); High Energy Physics - Theory (hep-th); Differential Geometry (math.DG)"
https://arxiv.org/abs/1612.06298;A density property of Henselian valued fields; Krzysztof Jan Nowak;  We give an elementary proof of a version of the implicit function theorem over Henselian valued fields $K$. It yields a density property for such fields (introduced in a joint paper with J. Koll{\'a}r), which is indispensable for ensuring reasonable topological and geometric properties of algebraic subsets of $K^{n}$. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06388;Direct Images in Non Abelian Hodge Theory; R. Donagi,  T. Pantev,  C. Simpson;  In this paper we explain how non-abelian Hodge theory allows one to compute the $L^2$ cohomology or middle perversity higher direct images of harmonic bundles and twistor D-modules in a purely algebraic manner. Our main result is a new algebraic description for the fiberwise $L^2$ cohomology of a tame harmonic bundle or the corre- sponding flat bundle or tame polystable parabolic Higgs bundle. Specifically we give a formula for the Dolbeault version of the $L^2$ pushforward in terms of a modification of the Dolbeault complex of a Higgs bundle which takes into account the monodromy weight filtration in the normal directions of the horizontal parabolic divisor. The parabolic structure of the higher direct image is obtained by analyzing the V -filtration at a normal crossings point. We prove this algebraic formula for semistable families of curves. ;"Algebraic Geometry (math.AG); Differential Geometry (math.DG)"
https://arxiv.org/abs/1612.06520;On the projective normality of cyclic coverings over a rational surface; Lei Song;  Let $S$ be a rational surface with $\dim|-K_S|\ge 1$ and let $\pi: X\rightarrow S$ be a ramified cyclic covering from a smooth surface $X$ with the Kodaira dimension $\kappa(X)\ge 0$. We prove that for any integer $k\ge 3$ and ample divisor $A$ on $S$, the adjoint divisor $K_X+k\pi^*A$ is very ample and normally generated. Similar result holds for minimal (possibly singular) coverings. ;"Algebraic Geometry (math.AG); Commutative Algebra (math.AC)"
https://arxiv.org/abs/1612.06593;Group actions on quiver varieties and applications; Victoria Hoskins,  Florent Schaffhauser;  We study algebraic actions of finite groups of quiver automorphisms on moduli spaces of quiver representations. We decompose the fixed loci using group cohomology and we give a modular interpretation of each component. As an application, we construct branes in hyperkaehler quiver varieties, as fixed loci of such actions. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06726;Nodal surfaces with obstructed deformations; Remke Kloosterman;  In this text we show that the deformation space of a nodal surface $X$ of degree $d$ is smooth and of the expected dimension if $d\leq 7$ or $d\geq 8$ and $X$ has at most $4d-5$ nodes. (The case $d\leq 7$ was previously covered by Alexandru Dimca by using different techniques.) For $d\geq 8$ we give explicit examples of nodal surfaces with $4d-4$ nodes, for which the tangent space to the deformation space has larger dimension than expected. We give a short discussion on the shape of the deformation space of surfaces of the form $f_1f_2+f_3^2f_4$, where $f_1$ is a linear form. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06730;On algebraic surfaces associated to line arrangements; Zhenjian Wang;"  For a line arrangement in the complex projective plane $\mathbb{P}^2$, we investigate the compactification $\overline{F}$ of the affine Milnor fiber in $\mathbb{P}^3$ and its minimal resolution $\widetilde{F}$. We compute the Chern numbers in terms of the combinatorics of the line arrangement, then we show that the minimal resolution is never a quotient of a ball; in addition, we also prove that $\widetilde{F}$ is of general type when the arrangement has only nodes or triple points as singularities. ";Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06773;Cotangent Bundle to the Flag Variety - II; Venkatramani Lakshmibai,  Rahul Singh;  Let $P$ be a parabolic subgroup in $SL_n(\mathbb C)$. We show that there is a $SL_n(\mathbb C)$-stable closed subvariety of an affine Schubert variety in an infinite dimensional partial Flag variety (associated to the Kac-Moody group ${\widehat{SL_n}(\mathbb C)}$) which is a natural compactification of the cotangent bundle to $SL_n(\mathbb C)/P$. As a consequence, we recover the Springer resolution for any orbit closure inside the variety of nilpotent matrices. ;"Algebraic Geometry (math.AG); Representation Theory (math.RT)"
https://arxiv.org/abs/1612.06810;Automorphism groups of pseudoreal Riemann surfaces; Michela Artebani,  Saúl Quispe,  Cristian Reyes;  A smooth complex projective curve is called pseudoreal if it is isomorphic to its conjugate but is not definable over the reals. Such curves, together with real Riemann surfaces, form the real locus of the moduli space $\mathcal M_g$. This paper deals with the classification of pseudoreal curves according to the structure of their automorphism group. We follow two different approaches existing in the literature: one coming from number theory, dealing more generally with fields of moduli of projective curves, and the other from complex geometry, through the theory of NEC groups. Using the first approach, we prove that the automorphism group of a pseudoreal Riemann surface $X$ is abelian if $X/Z({\rm Aut}(X))$ has genus zero, where $Z({\rm Aut}(X))$ is the center of ${\rm Aut}(X)$. This includes the case of $p$-gonal Riemann surfaces, already known by results of Huggins and Kontogeorgis. By means of the second approach and of elementary properties of group extensions, we show that $X$ is not pseudoreal if the center of $G={\rm Aut}(X)$ is trivial and either ${\rm Out}(G)$ contains no involutions or ${\rm Inn}(G)$ has a group complement in ${\rm Aut}(G)$. This extends and gives an elementary proof (over $\mathbb C$) of a result by D\`ebes and Emsalem. Finally, we provide an algorithm, implemented in MAGMA, which classifies the automorphism groups of pseudoreal Riemann surfaces of genus $g\geq 2$, once a list of all groups acting for such genus, with their signature and generating vectors, are given. This program, together with the database provided by J. Paulhus in \cite{Pau15}, allowed us to classifiy pseudoreal Riemann surfaces up to genus $10$, extending previous results by Bujalance, Conder and Costa. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06841;Dimensions of monomial varieties; Melvyn B. Nathanson;  The dimensions of certain varieties defined by monomials are computed using only high school algebra. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06893;Probabilistic Schubert Calculus; Peter Bürgisser,  Antonio Lerario;  We initiate the study of average intersection theory in real Grassmannians. We define the expected degree $\textrm{edeg} G(k,n)$ of the real Grassmannian $G(k,n)$ as the average number of real $k$-planes meeting nontrivially $k(n-k)$ random subspaces of $\mathbb{R}^n$, all of dimension $n-k$, where these subspaces are sampled uniformly and independently from $G(n-k,n)$. We express $\textrm{edeg} G(k,n)$ in terms of the volume of an invariant convex body in the tangent space to the Grassmanian, and prove an explicit upper bound for it that is asymptotically sharp for $n\to\infty$ (in the logarithmic scale). Moreover, we show the asymptotic square root law $$ \textrm{edeg} G(k,n) = \textrm{deg} G_\mathbb{C}(k,n)^{\frac{1}{2} +o(1)} \quad\mbox{for $k,n\to\infty$},$$ where $\textrm{deg} G_\mathbb{C}(k,n)$ denotes the degree of the corresponding complex Grassmannian. In the case of the Grassmannian of lines, we prove the finer asymptotic \begin{equation*} \textrm{edeg} G(2,n+1) = \frac{8}{3\pi^{5/2}\sqrt{n}}\, \left(\frac{\pi^2}{4} \right)^n \left(1+\mathcal{O}(n^{-1})\right). \end{equation*} The expected degree turns out to be the key quantity governing questions of the random enumerative geometry of flats. We associate with a semialgebraic set $X\subseteq\mathbb{R}\textrm{P}^{n-1}$ of dimension $n-k-1$ its Chow hypersurface $Z(X)\subseteq G(k,n)$, consisting of the $k$-planes $A$ in $\mathbb{R}^n$ whose projectivization intersects $X$. Denoting $N:=k(n-k)$, we show that $$ \mathbb{E}\#\left(g_1Z(X_1)\cap\cdots\cap g_N Z(X_N)\right) = \textrm{edeg} G(k,n) \cdot \prod_{i=1}^{N} \frac{|X_i|}{|\mathbb{R}\textrm{P}^{m}|}, $$ where each $X_i$ is of dimension $m=n-k-1$, the expectation is taken with respect to independent uniformly distributed $g_1,\ldots,g_m\in O(n)$ and $|X_i|$ denotes the $m$-dimensional volume of $X_i$. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06910;Hitchin systems for invariant and anti-invariant vector bundles; Hacen Zelaci;  Given a smooth projective complex curve $X$ with an involution $\sigma$, we study the Hitchin systems for the locus of anti-invariant (resp. invariant) stable vector bundles over $X$ under $\sigma$. Using these integrable systems and the theory of the nilpotent cone, we study the irreducibility of these loci. The anti-invariant locus can be thought of as a generalisation of Prym varieties to higher rank. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06932;Effective algebraic integration in bounded genus; Jorge Vitorio Pereira,  Roberto Svaldi;  We introduce and study birational invariants for foliations on projective surfaces built from the adjoint linear series of positive powers of the canonical bundle of the foliation. We apply the results in order to investigate the effective algebraic integration of foliations on the projective plane. In particular, we describe the Zariski closure of the set of foliations on the projective plane of degree d admitting rational first integrals with fibers having geometric genus bounded by g. ;"Algebraic Geometry (math.AG); Classical Analysis and ODEs (math.CA)"
https://arxiv.org/abs/1612.06945;Motivic Serre invariants modulo the square of $\mathbb{L}-1$; Takehiko Yasuda;  Motivic Serre invariants defined by Loeser and Sebag are elements of the Grothendieck ring of varities modulo $\mathbb{L}-1$. In this paper, we show that we can lift these invariants to modulo the square of $\mathbb{L}-1$ after tensoring the Grothendieck ring with $\mathbb{Q}$, under certain assumptions. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06960;Difference modules and difference cohomology; Marcin Chalupnik,  Piotr Kowalski;  We give some basics about homological algebra of difference representations. We consider both the difference-discrete and the difference-rational case. We define the corresponding cohomology theories and show the existence of spectral sequences relating these cohomology theories with the standard ones. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.06974;On the canonical maps of nonsingular threefolds of general type; Rong Du;  Let $S$ be a nonsingular minimal complex projective surface of general type and the canonical map of $S$ is generically finite. Beauville showed that the geometric genus of the image of the canonical map is vanishing or equals the geometric genus of $S$ and discussed the canonical degrees for these two cases. We generalize his results to nonsingular minimal complex projective threefolds. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07033;On the Prym variety of genus 3 covers of genus 1 curves; Christophe Ritzenthaler,  Matthieu Romagny;  Given a generic degree-2 cover of a genus 1 curve D by a non hyperelliptic genus 3 curve C over a field k of characteristic different from 2, we produce an explicit genus 2 curve X such that Jac(C) is isogenous to the product of Jac(D) and Jac(X). This construction can be seen as a degenerate case of a result by Nils Bruin. ;"Algebraic Geometry (math.AG); Number Theory (math.NT)"
https://arxiv.org/abs/1612.07107;Inertial Chow rings of toric stacks; Thomas Coleman,  Dan Edidin;  For any vector bundle $V$ on a toric Deligne-Mumford stack $\ix$ the formalism of \cite{EJK:16} defines two intertial products $\star_{V^{+}}$ and $\star_{V^{-}}$ on the Chow group of the inertia stack. We give an explicit presentation for the integral $\star_{V^+}$ and $\star_{V^-}$ Chow rings, extending earlier work of Boris-Chen-Smith \cite{BCS:05} and Jiang-Tsen \cite{JiTs:10} in the orbifold Chow ring case, which corresponds to $V = 0$. We also describe an {\em asymptotic} product on the rational Chow group of the inertia stack obtained by letting the rank of the bundle $V$ go to infinity. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07193;Grothendieck ring of varieties, D- and L-equivalence, and families of  quadrics; Alexander Kuznetsov,  Evgeny Shinder;  We discuss a conjecture saying that derived equivalence of simply connected smooth projective varieties implies that the difference of their classes in the Grothendieck ring of varieties is annihilated by a power of the affine line class. We support the conjecture with a number of known examples, and one new example. We consider a smooth complete intersection $X$ of three quadrics in ${\mathbf P}^5$ and the corresponding double cover $Y \to {\mathbf P}^2$ branched over a sextic curve. We show that as soon as the natural Brauer class on $Y$ vanishes, so that $X$ and $Y$ are derived equivalent, the difference $[X] - [Y]$ is annihilated by the affine line class. ;"Algebraic Geometry (math.AG); K-Theory and Homology (math.KT)"
https://arxiv.org/abs/1612.07278;The K-theory of versal flags and cohomological invariants of degree 3; Sanghoon Baek,  Rostislav Devyatov,  Kirill Zainoulline;"  Let $G$ be a split semisimple linear algebraic group over a field and let $X$ be a generic twisted flag variety of $G$. Extending the Hilbert basis techniques to Laurent polynomials over integers we give an explicit presentation of the Grothendieck ring $K_0(X)$ in terms of generators and relations in the case $G=G^{sc}/\mu_2$ is of Dynkin type ${\rm A}$ or ${\rm C}$ (here $G^{sc}$ is the simply-connected cover of $G$); we compute various groups of (indecomposable, semi-decomposable) cohomological invariants of degree 3, hence, generalizing and extending previous results in this direction. ";Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07378;Pullbacks of hyperplane sections for Lagrangian fibrations are primitive; Ljudmila Kamenova,  Misha Verbitsky;  Let p: M -> B be a Lagrangian fibration on a hyperkahler manifold of maximal holonomy (also known as IHS), and H the generator of the Picard group of B. We prove that the pullback $p^*(H)$ is a primitive class on M. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07414;On the zero locus of ideals defining the Nash blowup of toric surfaces; Daniel Duarte,  Enrique Chavez Martinez;  We consider the problem of finding an ideal whose blowup defines the Nash blowup of a toric surface and such that its zero locus coincides with the singular set of the toric surface. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07432;GIT versus Baily-Borel compactification for K3's which are quartic  surfaces or double covers of quadrics; Radu Laza,  Kieran O'Grady;"  Looijenga has introduced new compactifications of locally symmetric varieties that give a complete understanding of the period map from the GIT moduli space of plane sextics to the Baily-Borel compactification of the moduli space polarized K3's of degree 2, and also of the period map of cubic fourfolds. On the other hand, the period map of the GIT moduli space of quartic surfaces is significantly more subtle. In our previous paper we introduced a Hassett-Keel-Looijenga program for certain locally symmetric varieties of Type IV. As a consequence, we gave a complete conjectural decomposition into a product of elementary birational modifications of the period map for the GIT moduli spaces of quartic surfaces and of double covers of smooth quadrics branched over a (4,4) curve. The purpose of this note is to provide compelling evidence in favor of our program. Specifically, we propose a matching between the arithmetic strata in the period space and suitable strata of the GIT moduli spaces of quartic surfaces and of double covers of smooth quadrics. We then partially verify that the proposed matching actually holds. In the case of quartic surfaces we do this ""by hand"" for some of the strata. In the case of double covers of quadrics, we set up a VGIT which provides a one-to-one correspondence between the conjectural Mori chamber decomposition for the period space and the chamber decomposition for the moduli space of double covers coming from variation of the polarization defining (semi)stability. We prove that the correspondence holds for half of the chambers, while for the other half further work is required. ";Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07473;Comparison theorem for nearby cycles of a morphism without slopes; Matthieu Kochersperger (CMLS);  The goal of this article is to prove the comparison theorem between algebraic and topological nearby cycles of a morphism without slopes. We prove in particular that for a family of holomorphic functions without slopes, if we iterate comparison isomorphisms for nearby cycles of each function the result is independent of the order of iteration. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07569;Degeneration of K3 surfaces with non-symplectic automorphisms; Yuya Matsumoto;  We prove that a K3 surface with an automorphism acting on the global $2$-forms by a primitive $m$-th root of unity does not degenerate if $m \neq 1,2,3,4,6$ (assuming the existence of the so-called Kulikov models). To prove this we study the rationality of the actions of automorphisms on the graded quotients of the weight filtration of the $l$-adic cohomology groups. ;"Algebraic Geometry (math.AG); Number Theory (math.NT)"
https://arxiv.org/abs/1612.07620;Intersection cohomology of moduli spaces of sheaves on surfaces; Jan Manschot,  Sergey Mozgovoy;  We study intersection cohomology of moduli spaces of semistable vector bundles on a complex algebraic surface. Our main result relates intersection Poincare polynomials of the moduli spaces to Donaldson-Thomas invariants of the surface. In support of this result, we compute explicitly intersection Poincare polynomials for sheaves with rank two and three on ruled surfaces. ;"Algebraic Geometry (math.AG); High Energy Physics - Theory (hep-th)"
https://arxiv.org/abs/1612.07663;Diagonalisable p-groups cannot fix exactly one point on projective  varieties; Olivier Haution;  We prove an algebraic version of classical theorem in topology, asserting that an abelian p-group action on a smooth projective variety of positive dimension cannot fix exactly one point. When the group has only two elements, we prove that the number of fixed points cannot be odd. The main tool is a construction originally used by Rost in the context of the degree formula. The framework of diagonalisable groups allows us to include the case of base fields of characteristic p. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07751;Cremona transformations and derived equivalences of K3 surfaces; Brendan Hassett,  Kuan-Wen Lai;  We exhibit a Cremona transformation of ${\bf P}^4$ such that the base loci of the map and its inverse are birational to K3 surfaces. The two K3 surfaces are derived equivalent but not isomorphic to each other. As an application, we show that the difference of the two K3 surfaces annihilates the class of the affine line in the Grothendieck ring of varieties. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07786;On the bit complexity of polynomial system solving; Nardo Gimenez,  Guillermo Matera;"  We exhibit a probabilistic algorithm which solves a polynomial system over the rationals defined by a reduced regular sequence. Its bit complexity is roughly quadratic in the B\'ezout number of the system and linear in its bit size. Our algorithm solves the input system modulo a prime number p and applies p-adic lifting. For this purpose, we establish a number of results on the bit length of a ""lucky"" prime p, namely one for which the reduction of the input system modulo p preserves certain fundamental geometric and algebraic properties of the original system. These results rely on the analysis of Chow forms associated to the set of solutions of the input system and effective arithmetic Nullstellens\""atze. ";Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07810;K-theoretic defect in Chern class identity for a free divisor; Xia Liao;"  Let $X$ be a nonsingular variety defined over an algebraically closed field of characteristic $0$, and $D$ be a free divisor. We study the motivic Chern class of $D$ in the Grothendieck group of coherent sheaves $G_0(X)$, and another class defined by the sheaf of logarithmic differentials along $D$. We give explicit calculations of the difference of these two classes when: $D$ is a divisor on a nonsingular surface; $D$ is a hyperplane arrangement whose affine cone is free. ";Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.07894;A global Torelli theorem for singular symplectic varieties; Benjamin Bakker,  Christian Lehn;"  We systematically study the moduli theory of singular symplectic varieties which have a resolution by an irreducible symplectic manifold and prove an analog of Verbitsky's global Torelli theorem. In place of twistor lines, Verbitsky's work on ergodic complex structures provides the essential global input. On the one hand, our deformation theoretic results are a further generalization of Huybrechts' theorem on deformation equivalence of birational hyperk\""ahler manifolds to the context of singular symplectic varieties. On the other hand, our global moduli theory provides a framework for understanding and classifying the symplectic singularities that arise from birational contractions of irreducible symplectic manifolds, and there are a number of applications to $K3^{[n]}$-type varieties. ";"Algebraic Geometry (math.AG); Complex Variables (math.CV)"
https://arxiv.org/abs/1612.07900;Spaces of Sums of Powers and Real Rank Boundaries; Mateusz Michałek,  Hyunsuk Moon;  We investigate properties of Waring decompositions of real homogeneous forms. We study the moduli of real decompositions, so-called Space of Sums of Powers, naturally included in the Variety of Sums of Powers. Explicit results are obtained for quaternary quadrics, relating the algebraic boundary of ${\rm SSP}$ to various loci in the Hilbert scheme of four points in $\mathbb{P}^3$. Further, we study the locus of general real forms whose real rank coincides with the complex rank. In case of quaternary quadrics the boundary of this locus is a degree forty hypersurface $J(\sigma_3(v_3(\mathbb{P}^3)),\tau(v_3(\mathbb{P}^3)))$. ;"Algebraic Geometry (math.AG); Commutative Algebra (math.AC)"
https://arxiv.org/abs/1612.08101;Shifted cotangent stacks are shifted symplectic; Damien Calaque;  We prove that shifted cotangent stacks carry a canonical shifted symplectic structure. We also prove that shifted conormal stacks carry a canonical Lagrangian structure. These results were believed to be true but no written proof was available in the Artin case. ;"Algebraic Geometry (math.AG); Algebraic Topology (math.AT); Symplectic Geometry (math.SG)"
https://arxiv.org/abs/1612.08173;Hyperkahler manifolds from the Tits-Freudenthal square; Atanas Iliev,  Laurent Manivel;  We suggest a way to associate to each Lie algebra of type G2, D4, F4, E6, E7, E8 a family of polarized hyperkahler fourfolds, constructed as parametrizing certain families of cycles of hyperplane sections of certain homogeneous or quasi-homogeneous varieties. These cycles are modeled on the Legendrian varieties studied by Freudenthal in his geometric approach to the celebrated Tits-Freudenthal magic square of Lie algebras. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.08213;Frobenius Stratification of Moduli Spaces of Vector Bundles in Positive  Characteristic; Lingguang Li;  Let $X$ be a smooth projective curve of genus $g(X)\geq 1$ over an algebraically closed field $k$ of characteristic $p>0$ and $F_X:X\rightarrow X$ be the absolute Frobenius morphism. Let $\M^s_X(r,d)$ be the moduli space of stable vector bundles of rank $r$ and degree $d$ on $X$. We study the Frobenius stratification of $\M^s_X(r,d)$ in terms of Harder-Narasimhan polygons of Frobenius pull backs of stable vector bundles and get the irreducibility, smoothness and dimension of Frobenius strata in case $(p,g,r,d)=(3,2,3,0)$. ;Algebraic Geometry (math.AG)
